Train No,Train Name,SEQ,Station Code,Station Name,Arrival time,Departure Time,Distance,Source Station,Source Station Name,Destination Station,Destination Station Name
11074,CHENNAI - LT,14,SUR,SOLAPUR,06:40:00,06:50:00,826,MAS,CHENNAI CENTRAL,LTT,LOKMANYA TILAK TERMINUS
11074,CHENNAI - LT,15,PUNE,PUNE JN.,11:50:00,12:00:00,1092,MAS,CHENNAI CENTRAL,LTT,LOKMANYA TILAK TERMINUS
11074,CHENNAI - LT,16,KYN,KALYAN JN,15:02:00,15:05:00,1230,MAS,CHENNAI CENTRAL,LTT,LOKMANYA TILAK TERMINUS
11074,CHENNAI - LT,17,LTT,LOKMANYA TIL,16:00:00,16:00:00,1267,MAS,CHENNAI CENTRAL,LTT,LOKMANYA TILAK TERMINUS
12007,MAS-MYS SHAT,1,MAS,CHENNAI CENT,06:00:00,06:00:00,0,MAS,CHENNAI CENTRAL,MYS,MYSORE JN.
12007,MAS-MYS SHAT,2,KPD,KATPADI JN,07:38:00,07:40:00,128,MAS,CHENNAI CENTRAL,MYS,MYSORE JN.
12007,MAS-MYS SHAT,3,SBC,KRANTIVIRA S,10:50:00,11:00:00,360,MAS,CHENNAI CENTRAL,MYS,MYSORE JN.
12007,MAS-MYS SHAT,4,MYS,MYSORE JN.,13:00:00,13:00:00,498,MAS,CHENNAI CENTRAL,MYS,MYSORE JN.
12027,MAS-SBC SHAT,1,MAS,CHENNAI CENT,17:30:00,17:30:00,0,MAS,CHENNAI CENTRAL,SBC,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)
12027,MAS-SBC SHAT,2,KPD,KATPADI JN,19:08:00,19:10:00,128,MAS,CHENNAI CENTRAL,SBC,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)
12027,MAS-SBC SHAT,3,BNC,BANGALORE CA,22:09:00,22:10:00,356,MAS,CHENNAI CENTRAL,SBC,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)
12027,MAS-SBC SHAT,4,SBC,KRANTIVIRA S,22:30:00,22:30:00,360,MAS,CHENNAI CENTRAL,SBC,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)
12077,MAS-BZA JAN,1,MAS,CHENNAI CENT,07:35:00,07:35:00,0,MAS,CHENNAI CENTRAL,BZA,VIJAYWADA JN.
12077,MAS-BZA JAN,2,SPE,SULLURUPETTA,08:43:00,08:45:00,82,MAS,CHENNAI CENTRAL,BZA,VIJAYWADA JN.
12077,MAS-BZA JAN,3,GDR,GUDUR JN.,09:45:00,09:47:00,137,MAS,CHENNAI CENTRAL,BZA,VIJAYWADA JN.
12077,MAS-BZA JAN,4,NLR,NELLORE,10:09:00,10:10:00,175,MAS,CHENNAI CENTRAL,BZA,VIJAYWADA JN.
12077,MAS-BZA JAN,5,KVZ,KAVALI,10:39:00,10:40:00,226,MAS,CHENNAI CENTRAL,BZA,VIJAYWADA JN.
12077,MAS-BZA JAN,6,OGL,ONGOLE,11:44:00,11:45:00,291,MAS,CHENNAI CENTRAL,BZA,VIJAYWADA JN.
12077,MAS-BZA JAN,7,CLX,CHIRALA,12:19:00,12:20:00,341,MAS,CHENNAI CENTRAL,BZA,VIJAYWADA JN.
12077,MAS-BZA JAN,8,TEL,TENALI JN.,13:19:00,13:20:00,398,MAS,CHENNAI CENTRAL,BZA,VIJAYWADA JN.
12077,MAS-BZA JAN,9,NGNT,NEW GUNTUR,13:45:00,13:46:00,423,MAS,CHENNAI CENTRAL,BZA,VIJAYWADA JN.
12077,MAS-BZA JAN,10,BZA,VIJAYWADA JN,14:45:00,14:45:00,453,MAS,CHENNAI CENTRAL,BZA,VIJAYWADA JN.
12243,MAS-CBE SHAT,1,MAS,CHENNAI CENT,07:15:00,07:15:00,0,MAS,CHENNAI CENTRAL,CBE,COIMBATORE  JN.
12243,MAS-CBE SHAT,2,JTJ,JOLARPETTAI,09:59:00,10:00:00,212,MAS,CHENNAI CENTRAL,CBE,COIMBATORE  JN.
12243,MAS-CBE SHAT,3,SA,SALEM JN.,11:22:00,11:25:00,331,MAS,CHENNAI CENTRAL,CBE,COIMBATORE  JN.
12243,MAS-CBE SHAT,4,ED,ERODE JN.,12:22:00,12:25:00,390,MAS,CHENNAI CENTRAL,CBE,COIMBATORE  JN.
12243,MAS-CBE SHAT,5,TUP,TIRUPPUR,13:08:00,13:10:00,441,MAS,CHENNAI CENTRAL,CBE,COIMBATORE  JN.
12243,MAS-CBE SHAT,6,CBE,COIMBATORE,14:15:00,14:15:00,491,MAS,CHENNAI CENTRAL,CBE,COIMBATORE  JN.
12269,MAS-NZM DURA,1,MAS,CHENNAI CENT,06:40:00,06:40:00,0,MAS,CHENNAI CENTRAL,NZM,HAZRAT NIZAMUDDIN JN
12269,MAS-NZM DURA,2,BZA,VIJAYWADA JN,12:30:00,12:40:00,429,MAS,CHENNAI CENTRAL,NZM,HAZRAT NIZAMUDDIN JN
12269,MAS-NZM DURA,3,BPQ,BALHARSHAH,18:10:00,18:15:00,880,MAS,CHENNAI CENTRAL,NZM,HAZRAT NIZAMUDDIN JN
12269,MAS-NZM DURA,4,NGP,NAGPUR JN.(C,20:55:00,21:05:00,1092,MAS,CHENNAI CENTRAL,NZM,HAZRAT NIZAMUDDIN JN
12269,MAS-NZM DURA,5,HBJ,HABIBGANJ,02:12:00,02:17:00,1475,MAS,CHENNAI CENTRAL,NZM,HAZRAT NIZAMUDDIN JN
12269,MAS-NZM DURA,6,JHS,JHANSI JN,05:45:00,05:50:00,1770,MAS,CHENNAI CENTRAL,NZM,HAZRAT NIZAMUDDIN JN
12269,MAS-NZM DURA,7,NZM,HAZRAT NIZAM,10:35:00,10:35:00,2156,MAS,CHENNAI CENTRAL,NZM,HAZRAT NIZAMUDDIN JN
12292,MAS-YPR EXP,1,MAS,CHENNAI CENT,23:30:00,23:30:00,0,MAS,CHENNAI CENTRAL,YPR,YESVANTPUR JN.
12292,MAS-YPR EXP,2,AJJ,ARAKKONAM JN,00:18:00,00:20:00,68,MAS,CHENNAI CENTRAL,YPR,YESVANTPUR JN.
12292,MAS-YPR EXP,3,WJR,WALAJAH ROAD,00:49:00,00:50:00,104,MAS,CHENNAI CENTRAL,YPR,YESVANTPUR JN.
12292,MAS-YPR EXP,4,JTJ,JOLARPETTAI,02:43:00,02:45:00,212,MAS,CHENNAI CENTRAL,YPR,YESVANTPUR JN.
12292,MAS-YPR EXP,5,BWT,BANGARPET JN,03:48:00,03:50:00,290,MAS,CHENNAI CENTRAL,YPR,YESVANTPUR JN.
12292,MAS-YPR EXP,6,KJM,KRISHNA RAJA,04:43:00,04:45:00,346,MAS,CHENNAI CENTRAL,YPR,YESVANTPUR JN.
12292,MAS-YPR EXP,7,YPR,YESVANTPUR J,06:00:00,06:00:00,363,MAS,CHENNAI CENTRAL,YPR,YESVANTPUR JN.
12375,MAS ASN  EXP,1,MAS,CHENNAI CENT,00:00:00,14:40:00,0,MAS,CHENNAI CENTRAL,ASN,ASANSOL MAIN
12375,MAS ASN  EXP,2,SPE,SULLURUPETTA,15:49:00,15:50:00,82,MAS,CHENNAI CENTRAL,ASN,ASANSOL MAIN
12375,MAS ASN  EXP,3,GDR,GUDUR JN.,17:00:00,17:02:00,137,MAS,CHENNAI CENTRAL,ASN,ASANSOL MAIN
12375,MAS ASN  EXP,4,NLR,NELLORE,17:32:00,17:33:00,175,MAS,CHENNAI CENTRAL,ASN,ASANSOL MAIN
12375,MAS ASN  EXP,5,OGL,ONGOLE,18:58:00,19:00:00,291,MAS,CHENNAI CENTRAL,ASN,ASANSOL MAIN
12375,MAS ASN  EXP,6,TEL,TENALI JN.,20:12:00,20:13:00,398,MAS,CHENNAI CENTRAL,ASN,ASANSOL MAIN
12375,MAS ASN  EXP,7,BZA,VIJAYWADA JN,21:35:00,21:55:00,429,MAS,CHENNAI CENTRAL,ASN,ASANSOL MAIN
12375,MAS ASN  EXP,8,EE,ELURU,22:41:00,22:42:00,489,MAS,CHENNAI CENTRAL,ASN,ASANSOL MAIN
12375,MAS ASN  EXP,9,RJY,RAJAHMUNDRY,00:11:00,00:13:00,579,MAS,CHENNAI CENTRAL,ASN,ASANSOL MAIN
12375,MAS ASN  EXP,10,SLO,SAMALKOT JN.,00:51:00,00:52:00,629,MAS,CHENNAI CENTRAL,ASN,ASANSOL MAIN
12375,MAS ASN  EXP,11,VSKP,VISAKHAPATNA,04:10:00,04:30:00,780,MAS,CHENNAI CENTRAL,ASN,ASANSOL MAIN
12375,MAS ASN  EXP,12,VZM,VIZIANAGARAM,05:25:00,05:30:00,840,MAS,CHENNAI CENTRAL,ASN,ASANSOL MAIN
12375,MAS ASN  EXP,13,VBL,BOBBILI JN.,06:13:00,06:15:00,894,MAS,CHENNAI CENTRAL,ASN,ASANSOL MAIN
12375,MAS ASN  EXP,14,PVP,PARVATIPURAM,06:36:00,06:38:00,918,MAS,CHENNAI CENTRAL,ASN,ASANSOL MAIN
12375,MAS ASN  EXP,15,RGDA,RAYAGADA JN.,07:20:00,07:35:00,965,MAS,CHENNAI CENTRAL,ASN,ASANSOL MAIN
12375,MAS ASN  EXP,16,MNGD,MUNIGUDA,08:33:00,08:35:00,1018,MAS,CHENNAI CENTRAL,ASN,ASANSOL MAIN
12375,MAS ASN  EXP,17,KSNG,KESINGA,09:33:00,09:35:00,1091,MAS,CHENNAI CENTRAL,ASN,ASANSOL MAIN
12375,MAS ASN  EXP,18,TIG,TITLA GARH J,09:55:00,10:05:00,1104,MAS,CHENNAI CENTRAL,ASN,ASANSOL MAIN
12375,MAS ASN  EXP,19,BLGR,BALANGIR,11:05:00,11:10:00,1168,MAS,CHENNAI CENTRAL,ASN,ASANSOL MAIN
12375,MAS ASN  EXP,20,BRGA,BARGARH ROAD,12:27:00,12:29:00,1243,MAS,CHENNAI CENTRAL,ASN,ASANSOL MAIN
12375,MAS ASN  EXP,21,SBP,SAMBALPUR JN,13:30:00,13:45:00,1286,MAS,CHENNAI CENTRAL,ASN,ASANSOL MAIN
12375,MAS ASN  EXP,22,JSG,JHARSUGUDA J,14:55:00,15:00:00,1334,MAS,CHENNAI CENTRAL,ASN,ASANSOL MAIN
12375,MAS ASN  EXP,23,ROU,ROURKELA,16:18:00,16:38:00,1436,MAS,CHENNAI CENTRAL,ASN,ASANSOL MAIN
12375,MAS ASN  EXP,24,CKP,CHAKARADHARP,18:00:00,18:02:00,1534,MAS,CHENNAI CENTRAL,ASN,ASANSOL MAIN
12375,MAS ASN  EXP,25,PRR,PURULIA JN.,19:48:00,19:50:00,1653,MAS,CHENNAI CENTRAL,ASN,ASANSOL MAIN
12375,MAS ASN  EXP,26,JOC,JOYCHANDI PA,20:51:00,20:53:00,1692,MAS,CHENNAI CENTRAL,ASN,ASANSOL MAIN
12375,MAS ASN  EXP,27,ASN,ASANSOL MAIN,21:55:00,00:00:00,1729,MAS,CHENNAI CENTRAL,ASN,ASANSOL MAIN
12433,MAS-NZM RAJD,1,MAS,CHENNAI CENT,06:10:00,06:10:00,0,MAS,CHENNAI CENTRAL,NZM,HAZRAT NIZAMUDDIN JN
12433,MAS-NZM RAJD,2,BZA,VIJAYWADA JN,11:50:00,12:05:00,429,MAS,CHENNAI CENTRAL,NZM,HAZRAT NIZAMUDDIN JN
12433,MAS-NZM RAJD,3,WL,WARANGAL,14:39:00,14:40:00,636,MAS,CHENNAI CENTRAL,NZM,HAZRAT NIZAMUDDIN JN
12433,MAS-NZM RAJD,4,BPQ,BALHARSHAH,17:50:00,18:00:00,880,MAS,CHENNAI CENTRAL,NZM,HAZRAT NIZAMUDDIN JN
12433,MAS-NZM RAJD,5,NGP,NAGPUR JN.(C,20:35:00,20:45:00,1092,MAS,CHENNAI CENTRAL,NZM,HAZRAT NIZAMUDDIN JN
12433,MAS-NZM RAJD,6,BPL,BHOPAL,02:00:00,02:10:00,1481,MAS,CHENNAI CENTRAL,NZM,HAZRAT NIZAMUDDIN JN
12433,MAS-NZM RAJD,7,JHS,JHANSI JN,05:26:00,05:31:00,1770,MAS,CHENNAI CENTRAL,NZM,HAZRAT NIZAMUDDIN JN
12433,MAS-NZM RAJD,8,GWL,GWALIOR JN,06:30:00,06:32:00,1868,MAS,CHENNAI CENTRAL,NZM,HAZRAT NIZAMUDDIN JN
12433,MAS-NZM RAJD,9,AGC,AGRA CANTT,07:55:00,07:57:00,1975,MAS,CHENNAI CENTRAL,NZM,HAZRAT NIZAMUDDIN JN
12433,MAS-NZM RAJD,10,NZM,HAZRAT NIZAM,10:25:00,10:25:00,2156,MAS,CHENNAI CENTRAL,NZM,HAZRAT NIZAMUDDIN JN
12601,MANGALORE MA,1,MAS,CHENNAI CENT,20:20:00,20:20:00,0,MAS,CHENNAI CENTRAL,MAQ,MANGALORE CENTRAL
12601,MANGALORE MA,2,TRL,TIRUVALLUR,20:49:00,20:50:00,41,MAS,CHENNAI CENTRAL,MAQ,MANGALORE CENTRAL
12601,MANGALORE MA,3,AJJ,ARAKKONAM JN,21:08:00,21:10:00,68,MAS,CHENNAI CENTRAL,MAQ,MANGALORE CENTRAL
12601,MANGALORE MA,4,WJR,WALAJAH ROAD,21:39:00,21:40:00,104,MAS,CHENNAI CENTRAL,MAQ,MANGALORE CENTRAL
12601,MANGALORE MA,5,KPD,KATPADI JN,21:58:00,22:00:00,128,MAS,CHENNAI CENTRAL,MAQ,MANGALORE CENTRAL
12601,MANGALORE MA,6,JTJ,JOLARPETTAI,23:23:00,23:25:00,212,MAS,CHENNAI CENTRAL,MAQ,MANGALORE CENTRAL
12601,MANGALORE MA,7,SA,SALEM JN.,00:52:00,00:55:00,331,MAS,CHENNAI CENTRAL,MAQ,MANGALORE CENTRAL
12601,MANGALORE MA,8,ED,ERODE JN.,01:50:00,01:55:00,390,MAS,CHENNAI CENTRAL,MAQ,MANGALORE CENTRAL
12601,MANGALORE MA,9,TUP,TIRUPPUR,02:38:00,02:40:00,441,MAS,CHENNAI CENTRAL,MAQ,MANGALORE CENTRAL
12601,MANGALORE MA,10,PTJ,PODANUR JN.,03:28:00,03:30:00,484,MAS,CHENNAI CENTRAL,MAQ,MANGALORE CENTRAL
12601,MANGALORE MA,11,PGT,PALAKKAD JN,04:30:00,04:35:00,533,MAS,CHENNAI CENTRAL,MAQ,MANGALORE CENTRAL
12601,MANGALORE MA,12,OTP,OTTAPPALAM,04:58:00,05:00:00,564,MAS,CHENNAI CENTRAL,MAQ,MANGALORE CENTRAL
12601,MANGALORE MA,13,SRR,SHORANUR JN.,05:30:00,05:40:00,576,MAS,CHENNAI CENTRAL,MAQ,MANGALORE CENTRAL
12601,MANGALORE MA,14,PTB,PATTAMBI,05:58:00,06:00:00,587,MAS,CHENNAI CENTRAL,MAQ,MANGALORE CENTRAL
12601,MANGALORE MA,15,KTU,KUTTIPPURAM,06:23:00,06:25:00,606,MAS,CHENNAI CENTRAL,MAQ,MANGALORE CENTRAL
12601,MANGALORE MA,16,TIR,TIRUR,06:48:00,06:50:00,621,MAS,CHENNAI CENTRAL,MAQ,MANGALORE CENTRAL
12601,MANGALORE MA,17,TA,TANUR,06:58:00,07:00:00,629,MAS,CHENNAI CENTRAL,MAQ,MANGALORE CENTRAL
12601,MANGALORE MA,18,PGI,PARPANANGADI,07:09:00,07:10:00,637,MAS,CHENNAI CENTRAL,MAQ,MANGALORE CENTRAL
12601,MANGALORE MA,19,FK,FEROK,07:34:00,07:35:00,652,MAS,CHENNAI CENTRAL,MAQ,MANGALORE CENTRAL
12601,MANGALORE MA,20,CLT,CALICUT,07:55:00,08:00:00,662,MAS,CHENNAI CENTRAL,MAQ,MANGALORE CENTRAL
12601,MANGALORE MA,21,QLD,QUILANDI,08:24:00,08:25:00,687,MAS,CHENNAI CENTRAL,MAQ,MANGALORE CENTRAL
12601,MANGALORE MA,22,BDJ,VADAKARA,08:38:00,08:40:00,709,MAS,CHENNAI CENTRAL,MAQ,MANGALORE CENTRAL
12601,MANGALORE MA,23,MAHE,MAHE,08:49:00,08:50:00,722,MAS,CHENNAI CENTRAL,MAQ,MANGALORE CENTRAL
12601,MANGALORE MA,24,TLY,THALASSERY,09:03:00,09:05:00,731,MAS,CHENNAI CENTRAL,MAQ,MANGALORE CENTRAL
12601,MANGALORE MA,25,CAN,KANNUR,09:30:00,09:35:00,752,MAS,CHENNAI CENTRAL,MAQ,MANGALORE CENTRAL
12601,MANGALORE MA,26,PAZ,PAYANGADI,09:53:00,09:55:00,773,MAS,CHENNAI CENTRAL,MAQ,MANGALORE CENTRAL
12601,MANGALORE MA,27,PAY,PAYYANUR,10:03:00,10:05:00,785,MAS,CHENNAI CENTRAL,MAQ,MANGALORE CENTRAL
12601,MANGALORE MA,28,CHV,CHERVATTUR,10:18:00,10:20:00,800,MAS,CHENNAI CENTRAL,MAQ,MANGALORE CENTRAL
12601,MANGALORE MA,29,KZE,KANHANGAD,10:38:00,10:40:00,814,MAS,CHENNAI CENTRAL,MAQ,MANGALORE CENTRAL
12601,MANGALORE MA,30,KGQ,KASARAGOD,10:58:00,11:00:00,837,MAS,CHENNAI CENTRAL,MAQ,MANGALORE CENTRAL
12601,MANGALORE MA,31,MAQ,MANGALORE CE,12:25:00,12:25:00,883,MAS,CHENNAI CENTRAL,MAQ,MANGALORE CENTRAL
12603,HYDERABAD EX,1,MAS,CHENNAI CENT,16:45:00,16:45:00,0,MAS,CHENNAI CENTRAL,HYB,HYDERABAD DECCAN
12603,HYDERABAD EX,2,SPE,SULLURUPETTA,17:58:00,18:00:00,82,MAS,CHENNAI CENTRAL,HYB,HYDERABAD DECCAN
12603,HYDERABAD EX,3,NYP,NAYUDUPETA,18:23:00,18:25:00,109,MAS,CHENNAI CENTRAL,HYB,HYDERABAD DECCAN
12603,HYDERABAD EX,4,GDR,GUDUR JN.,19:15:00,19:18:00,137,MAS,CHENNAI CENTRAL,HYB,HYDERABAD DECCAN
12603,HYDERABAD EX,5,NLR,NELLORE,19:44:00,19:45:00,175,MAS,CHENNAI CENTRAL,HYB,HYDERABAD DECCAN
12603,HYDERABAD EX,6,BTTR,BITRAGUNTA,20:14:00,20:15:00,209,MAS,CHENNAI CENTRAL,HYB,HYDERABAD DECCAN
12603,HYDERABAD EX,7,KVZ,KAVALI,20:29:00,20:30:00,226,MAS,CHENNAI CENTRAL,HYB,HYDERABAD DECCAN
12603,HYDERABAD EX,8,SKM,SINGARAYAKON,20:54:00,20:55:00,263,MAS,CHENNAI CENTRAL,HYB,HYDERABAD DECCAN
12603,HYDERABAD EX,9,OGL,ONGOLE,21:26:00,21:27:00,291,MAS,CHENNAI CENTRAL,HYB,HYDERABAD DECCAN
12603,HYDERABAD EX,10,CLX,CHIRALA,22:02:00,22:03:00,341,MAS,CHENNAI CENTRAL,HYB,HYDERABAD DECCAN
12603,HYDERABAD EX,11,BPP,BAPATIA,22:14:00,22:15:00,356,MAS,CHENNAI CENTRAL,HYB,HYDERABAD DECCAN
12603,HYDERABAD EX,12,NDO,NIDUBROLU,22:32:00,22:33:00,376,MAS,CHENNAI CENTRAL,HYB,HYDERABAD DECCAN
12603,HYDERABAD EX,13,TEL,TENALI JN.,23:16:00,23:17:00,398,MAS,CHENNAI CENTRAL,HYB,HYDERABAD DECCAN
12603,HYDERABAD EX,14,GNT,GUNTUR JN.,23:55:00,00:15:00,423,MAS,CHENNAI CENTRAL,HYB,HYDERABAD DECCAN
12603,HYDERABAD EX,15,SAP,SATTENAPALLE,00:55:00,00:56:00,466,MAS,CHENNAI CENTRAL,HYB,HYDERABAD DECCAN
12603,HYDERABAD EX,16,PGRL,PIDUGURALLA,01:19:00,01:20:00,497,MAS,CHENNAI CENTRAL,HYB,HYDERABAD DECCAN
12603,HYDERABAD EX,17,NDKD,NADIKUDE JN.,01:40:00,01:41:00,519,MAS,CHENNAI CENTRAL,HYB,HYDERABAD DECCAN
12603,HYDERABAD EX,18,VNUP,VISHNUPURAM,01:57:00,01:58:00,536,MAS,CHENNAI CENTRAL,HYB,HYDERABAD DECCAN
12603,HYDERABAD EX,19,MRGA,MIRYALAGUDA,02:20:00,02:21:00,557,MAS,CHENNAI CENTRAL,HYB,HYDERABAD DECCAN
12603,HYDERABAD EX,20,NLDA,NALGONDA,02:50:00,02:51:00,595,MAS,CHENNAI CENTRAL,HYB,HYDERABAD DECCAN
12603,HYDERABAD EX,21,SC,SECUNDERABAD,05:15:00,05:20:00,705,MAS,CHENNAI CENTRAL,HYB,HYDERABAD DECCAN
12603,HYDERABAD EX,22,HYB,HYDERABAD DE,05:45:00,05:45:00,715,MAS,CHENNAI CENTRAL,HYB,HYDERABAD DECCAN
12607,MAS-SBC LALB,1,MAS,CHENNAI CENT,15:35:00,15:35:00,0,MAS,CHENNAI CENTRAL,SBC,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)
12607,MAS-SBC LALB,2,PER,PERAMBUR,15:46:00,15:47:00,5,MAS,CHENNAI CENTRAL,SBC,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)
12607,MAS-SBC LALB,3,AJJ,ARAKKONAM JN,16:28:00,16:30:00,68,MAS,CHENNAI CENTRAL,SBC,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)
12607,MAS-SBC LALB,4,WJR,WALAJAH ROAD,17:04:00,17:05:00,104,MAS,CHENNAI CENTRAL,SBC,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)
12607,MAS-SBC LALB,5,KPD,KATPADI JN,17:28:00,17:30:00,128,MAS,CHENNAI CENTRAL,SBC,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)
12607,MAS-SBC LALB,6,AB,AMBUR,18:08:00,18:10:00,181,MAS,CHENNAI CENTRAL,SBC,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)
12607,MAS-SBC LALB,7,JTJ,JOLARPETTAI,18:53:00,18:55:00,212,MAS,CHENNAI CENTRAL,SBC,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)
12607,MAS-SBC LALB,8,KPN,KUPPAM,19:23:00,19:25:00,256,MAS,CHENNAI CENTRAL,SBC,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)
12607,MAS-SBC LALB,9,BWT,BANGARPET JN,19:58:00,20:00:00,290,MAS,CHENNAI CENTRAL,SBC,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)
12607,MAS-SBC LALB,10,KJM,KRISHNA RAJA,20:43:00,20:45:00,346,MAS,CHENNAI CENTRAL,SBC,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)
12607,MAS-SBC LALB,11,BNC,BANGALORE CA,21:08:00,21:10:00,356,MAS,CHENNAI CENTRAL,SBC,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)
12607,MAS-SBC LALB,12,SBC,KRANTIVIRA S,21:35:00,21:35:00,360,MAS,CHENNAI CENTRAL,SBC,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)
12609,MAS-SBC EXP,1,MAS,CHENNAI CENT,13:35:00,13:35:00,0,MAS,CHENNAI CENTRAL,SBC,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)
12609,MAS-SBC EXP,2,TRL,TIRUVALLUR,14:03:00,14:05:00,41,MAS,CHENNAI CENTRAL,SBC,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)
12609,MAS-SBC EXP,3,AJJ,ARAKKONAM JN,14:28:00,14:30:00,68,MAS,CHENNAI CENTRAL,SBC,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)
12609,MAS-SBC EXP,4,SHU,SHOLINGUR,14:48:00,14:50:00,89,MAS,CHENNAI CENTRAL,SBC,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)
12609,MAS-SBC EXP,5,WJR,WALAJAH ROAD,15:03:00,15:05:00,104,MAS,CHENNAI CENTRAL,SBC,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)
12609,MAS-SBC EXP,6,MCN,MUKUNDARAYAP,15:13:00,15:15:00,111,MAS,CHENNAI CENTRAL,SBC,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)
12609,MAS-SBC EXP,7,KPD,KATPADI JN,15:28:00,15:30:00,128,MAS,CHENNAI CENTRAL,SBC,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)
12609,MAS-SBC EXP,8,GYM,GUDIATTAM,15:48:00,15:50:00,153,MAS,CHENNAI CENTRAL,SBC,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)
12609,MAS-SBC EXP,9,AB,AMBUR,16:23:00,16:25:00,181,MAS,CHENNAI CENTRAL,SBC,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)
12609,MAS-SBC EXP,10,VN,VANIYAMBADI,16:38:00,16:40:00,197,MAS,CHENNAI CENTRAL,SBC,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)
12609,MAS-SBC EXP,11,JTJ,JOLARPETTAI,17:13:00,17:15:00,212,MAS,CHENNAI CENTRAL,SBC,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)
12609,MAS-SBC EXP,12,KPN,KUPPAM,17:44:00,17:45:00,256,MAS,CHENNAI CENTRAL,SBC,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)
12609,MAS-SBC EXP,13,BWT,BANGARPET JN,18:14:00,18:15:00,290,MAS,CHENNAI CENTRAL,SBC,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)
12609,MAS-SBC EXP,14,MLO,MALUR,18:44:00,18:45:00,317,MAS,CHENNAI CENTRAL,SBC,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)
12609,MAS-SBC EXP,15,WFD,WHITE FIELD,18:59:00,19:00:00,337,MAS,CHENNAI CENTRAL,SBC,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)
12609,MAS-SBC EXP,16,KJM,KRISHNA RAJA,19:13:00,19:15:00,346,MAS,CHENNAI CENTRAL,SBC,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)
12609,MAS-SBC EXP,17,BNCE,BANGALORE EA,19:24:00,19:25:00,353,MAS,CHENNAI CENTRAL,SBC,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)
12609,MAS-SBC EXP,18,BNC,BANGALORE CA,19:33:00,19:35:00,356,MAS,CHENNAI CENTRAL,SBC,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)
12609,MAS-SBC EXP,19,SBC,KRANTIVIRA S,20:05:00,20:05:00,360,MAS,CHENNAI CENTRAL,SBC,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION)
12611,MAS-NZM GARI,1,MAS,CHENNAI CENT,06:10:00,06:10:00,0,MAS,CHENNAI CENTRAL,NZM,HAZRAT NIZAMUDDIN JN
12611,MAS-NZM GARI,2,GDR,GUDUR JN.,08:00:00,08:01:00,137,MAS,CHENNAI CENTRAL,NZM,HAZRAT NIZAMUDDIN JN
12611,MAS-NZM GARI,3,OGL,ONGOLE,09:49:00,09:50:00,291,MAS,CHENNAI CENTRAL,NZM,HAZRAT NIZAMUDDIN JN
12611,MAS-NZM GARI,4,BZA,VIJAYWADA JN,11:50:00,12:05:00,429,MAS,CHENNAI CENTRAL,NZM,HAZRAT NIZAMUDDIN JN
12611,MAS-NZM GARI,5,BPQ,BALHARSHAH,17:50:00,18:00:00,880,MAS,CHENNAI CENTRAL,NZM,HAZRAT NIZAMUDDIN JN
12611,MAS-NZM GARI,6,NGP,NAGPUR JN.(C,20:35:00,20:45:00,1092,MAS,CHENNAI CENTRAL,NZM,HAZRAT NIZAMUDDIN JN
12611,MAS-NZM GARI,7,BPL,BHOPAL,02:00:00,02:10:00,1481,MAS,CHENNAI CENTRAL,NZM,HAZRAT NIZAMUDDIN JN
